latency_ms,status
28.884600003948435,200
17.692900000838563,200
15.247999981511384,200
13.896799995563924,200
19.05500001157634,200
21.155000024009496,200
31.054699997184798,200
21.390700014308095,200
15.187400014838204,200
20.384400006150827,200
9.508300019660965,200
15.681799995945767,200
22.330399981001392,200
17.51830001012422,200
23.795500019332394,200
6.935000012163073,200
10.881900001550093,200
14.61320000817068,200
20.52039999398403,200
12.403300002915785,200
6.398800003807992,200
24.244499974884093,200
9.739800007082522,200
14.958500018110499,200
5.811900016851723,200
11.970599996857345,200
36.051300005055964,200
42.2835000208579,200
31.0483000066597,200
35.29149998212233,200
38.85459998855367,200
31.008799996925518,200
35.849800013238564,200
42.80100000323728,200
38.21389999939129,200
38.03429999970831,200
34.009700000751764,200
37.41679998347536,200
37.60999999940395,200
49.773799983086064,200
46.41570002422668,200
17.57780002662912,200
49.02370000490919,200
30.81719999318011,200
43.76400000182912,200
45.94489998999052,200
25.72940001846291,200
29.16410000761971,200
31.502800004091114,200
40.28919999836944,200
19.964899984188378,200
25.872199999867007,200
36.68580000521615,200
27.20690000569448,200
28.511699987575412,200
26.57550000003539,200
40.09709999081679,200
32.37590001663193,200
22.37809999496676,200
21.05650000157766,200
27.672600001096725,200
25.183899997500703,200
30.50629998324439,200
39.17529998579994,200
32.05310000339523,200
31.03809998719953,200
27.687499998137355,200
35.48900000168942,200
27.404599997680634,200
34.1482000076212,200
11.047000007238239,200
26.432600017869845,200
28.156699991086498,200
23.125700012315065,200
21.10080001875758,200
38.6368999897968,200
19.20780001091771,200
22.377500019501895,200
41.364300006534904,200
28.293600014876574,200
18.154599994886667,200
35.6997000053525,200
22.60639998712577,200
49.48429999058135,200
46.7674000246916,200
33.30159999313764,200
41.887200000928715,200
40.46699998434633,200
25.356700003612787,200
14.24560000305064,200
25.983800005633384,200
26.1119999922812,200
27.308399992762133,200
31.92539999145083,200
29.575199994724244,200
31.705899978987873,200
33.110400021541864,200
24.381800001719967,200
24.97089997632429,200
29.91949999704957,200
22.935499990126118,200
32.1743999957107,200
29.65859998948872,200
53.56929998379201,200
29.508800012990832,200
45.39600000134669,200
33.88910001376644,200
31.95669999695383,200
26.2331000121776,200
41.8550000176765,200
24.15009998367168,200
25.91920000850223,200
32.28829998988658,200
43.39769997750409,200
33.09059998719022,200
24.40809999825433,200
19.70110001275316,200
19.427899998845533,200
32.13869998580776,200
37.11140001541935,200
26.23899999889545,200
49.62929998873733,200
22.670500009553507,200
34.33590001077391,200
30.853600008413196,200
50.25950001436286,200
30.539500003214926,200
46.1154000076931,200
34.46399999666028,200
24.979500012705103,200
31.385699985548854,200
26.81979999761097,200
20.951800019247457,200
31.805199978407472,200
26.848999987123534,200
32.067099993582815,200
17.481100017903373,200
29.219300020486116,200
31.319999980041757,200
26.244100008625537,200
34.38229998573661,200
20.73329998529516,200
29.226799990283325,200
23.312499979510903,200
23.7040999927558,200
27.573400002438575,200
42.7767000219319,200
28.998299996601418,200
14.517800009343773,200
36.368100001709536,200
24.94730000034906,200
36.20910001336597,200
29.518299998017028,200
22.005699982400984,200
25.78749999520369,200
18.32909998483956,200
29.89309999975376,200
27.3311999917496,200
24.924299999838695,200
21.343200001865625,200
35.497000004397705,200
28.188399999635294,200
23.81690000765957,200
17.542699992191046,200
32.62929999618791,200
32.650800014380366,200
21.1571000108961,200
41.80609999457374,200
29.366000002482906,200
21.209899976383895,200
23.69699999690056,200
32.66930000972934,200
40.99159999168478,200
32.016499986639246,200
23.82999999099411,200
30.67390000796877,200
26.78430001833476,200
20.946100004948676,200
19.39539998420514,200
32.70800001337193,200
32.80889999587089,200
17.06489999196492,200
37.7038000151515,200
24.28800001507625,200
47.98360000131652,200
37.75390001828782,200
33.080599998356774,200
31.988799979444593,200
26.521900028456002,200
27.592400001594797,200
22.025900019798428,200
25.097300007473677,200
21.41929999925196,200
17.044900014298037,200
22.99440000206232,200
32.81330000027083,200
23.81089999107644,200
35.12559999944642,200
24.607300001662225,200
26.092799991602078,200
41.249999980209395,200
35.38809999008663,200
23.00909999758005,200
38.37500000372529,200
37.82789999968372,200
22.744899993995205,200
23.136000003432855,200
25.686000008136034,200
17.398800002411008,200
24.206000001868233,200
17.4710999999661,200
29.324600007385015,200
48.939700005576015,200
24.451199977193028,200
39.04599999077618,200
20.960800000466406,200
32.13700000196695,200
29.714100004639477,200
21.806900011142716,200
23.338800005149096,200
27.480200020363554,200
36.33470000931993,200
24.458500003675,200
29.589799989480525,200
32.68229999230243,200
32.24390000104904,200
30.08989998488687,200
20.34229997661896,200
28.323500009719282,200
24.897700001019984,200
40.230599988717586,200
10.49719998263754,200
22.096000000601634,200
21.835600025951862,200
19.881199987139553,200
32.068800006527454,200
32.33290000935085,200
31.592999992426485,200
34.56100000767037,200
35.52720000152476,200
31.126599991694093,200
29.911699995864183,200
25.06449999054894,200
24.43039999343455,200
30.859200021950528,200
15.660200006095693,200
22.061399999074638,200
16.11080000293441,200
33.97630000836216,200
25.506800011498854,200
29.096800019033253,200
33.246399980271235,200
35.79589998116717,200
27.51499999430962,200
23.61679999739863,200
37.630700011504814,200
21.515000000363216,200
19.61059999302961,200
26.708300021709874,200
14.213899994501844,200
41.968500008806586,200
40.884300018660724,200
27.83629999612458,200
20.075100008398294,200
31.551699998090044,200
30.691799998749048,200
20.63290000660345,200
39.71289997571148,200
21.617499995045364,200
22.72350000566803,200
31.26320001319982,200
30.864200001815334,200
43.74589998042211,200
26.93430002545938,200
22.199799976078793,200
37.14380000019446,200
13.330299989320338,200
23.870600009104237,200
22.977099986746907,200
23.541700007626787,200
28.606200008653104,200
38.207100005820394,200
30.342099984409288,200
19.123700010823086,200
19.582799985073507,200
17.147600010503083,200
41.75030000624247,200
27.72650000406429,200
28.134699998190627,200
44.398700003512204,200
28.277399978833273,200
24.936100002378225,200
35.599099996034056,200
36.439499992411584,200
16.359600005671382,200
14.10640001995489,200
44.28400000324473,200
37.53169998526573,200
30.911000008927658,200
27.315599989378825,200
34.556200000224635,200
29.980999999679625,200
21.776200010208413,200
24.46110002347268,200
24.91459998418577,200
38.749300001654774,200
29.625900002429262,200
22.50259998254478,200
20.399100001668558,200
28.1727000256069,200
20.87849998497404,200
23.715499992249534,200
26.15619997959584,200
35.04869999596849,200
41.33790000923909,200
24.44670000113547,200
24.28360001067631,200
29.622600006405264,200
33.108500007074326,200
24.494300014339387,200
27.484100020956248,200
39.290099986828864,200
17.460299975937232,200
28.049200016539544,200
45.619300013640895,200
29.46330001577735,200
36.95690000313334,200
19.71140000387095,200
26.195299986284226,200
35.349000012502074,200
18.646499986061826,200
31.38780000153929,200
39.196600002469495,200
18.604799988679588,200
19.417100003920496,200
19.669999979669228,200
12.547499994980171,200
36.01519999210723,200
34.55519999261014,200
25.5163999972865,200
31.86950000235811,200
23.196900001494214,200
28.42300001066178,200
34.2071000195574,200
34.74109998205677,200
26.439799985382706,200
25.336299993796274,200
25.924000015947968,200
33.79270000732504,200
35.20559999742545,200
22.619100025622174,200
20.913999993354082,200
45.83610000554472,200
18.36449999245815,200
37.677899992559105,200
31.523099984042346,200
16.91999999457039,200
32.58309999364428,200
31.212200003210455,200
22.482900007162243,200
29.527500009862706,200
14.557000016793609,200
29.60410001105629,200
18.059800000628456,200
45.490500022424385,200
23.05810002144426,200
39.67389999888837,200
27.959599974565208,200
28.253700002096593,200
23.352099990006536,200
43.55499998200685,200
35.99819997907616,200
34.52620000462048,200
13.585199980298057,200
31.804800004465505,200
26.930599997285753,200
39.10530000575818,200
19.73770000040531,200
38.93960002460517,200
33.91260001808405,200
29.11080000922084,200
19.521999987773597,200
30.430099985096604,200
26.949299994157627,200
22.771499992813915,200
26.460399996722117,200
27.697099983925,200
27.081699983682483,200
21.753900015028194,200
40.76639999402687,200
23.494299995945767,200
31.991700001526624,200
18.341099988901988,200
25.78120000544004,200
15.018800011603162,200
23.125800013076514,200
21.2875000142958,200
50.62339999130927,200
21.215599990682676,200
28.79370001028292,200
21.586599992588162,200
50.98609998822212,200
35.60470000957139,200
27.932199998758733,200
37.06629999214783,200
33.28319999855012,200
25.473699992289767,200
29.97880001203157,200
32.00119998655282,200
28.019499994115904,200
24.60209999117069,200
18.882500007748604,200
31.782299978658557,200
22.184400004334748,200
28.417800000170246,200
28.074100002413616,200
27.70750000490807,200
45.34480001893826,200
27.099599974462762,200
26.276799995684996,200
19.98849998926744,200
32.02519999467768,200
28.409399994416162,200
44.60319998906925,200
18.81189999403432,200
18.172999989474192,200
18.245499988552183,200
27.123200008645654,200
29.51780002331361,200
32.36280000419356,200
27.777800016338006,200
23.51869997801259,200
18.544799997471273,200
44.330300006549805,200
18.53180001489818,200
25.555600004736334,200
33.002100011799484,200
21.411199995782226,200
19.306399975903332,200
22.30979999876581,200
36.38230002252385,200
28.264100023079664,200
28.45270000398159,200
29.194499977165833,200
37.695600010920316,200
32.16549998614937,200
45.83350001485087,200
24.94440000737086,200
44.964400003664196,200
18.917599983979017,200
20.797800010768697,200
46.0869999951683,200
27.290800004266202,200
18.726999987848103,200
31.7374000151176,200
30.13130000908859,200
20.197900012135506,200
29.181399993831292,200
30.6603999924846,200
20.824300008825958,200
45.02109999884851,200
26.970000006258488,200
28.404999990016222,200
45.21579999709502,200
35.62629999942146,200
34.5425000123214,200
22.521400009281933,200
33.741300023393705,200
24.87339999061078,200
39.84290000516921,200
19.499899994116277,200
19.18360000126995,200
33.50459999637678,200
33.58250000746921,200
31.578499998431653,200
23.18270000978373,200
25.542499992297962,200
16.819999989820644,200
27.626600000075996,200
24.744700000155717,200
24.946799996541813,200
31.095200014533475,200
26.458099979208782,200
44.632800010731444,200
42.1030999859795,200
40.8373000100255,200
23.351300013018772,200
22.356800007401034,200
25.464700011070818,200
17.019599996274337,200
19.488599995383993,200
38.661800004774705,200
32.6739999873098,200
26.08499999041669,200
29.120499995769933,200
34.31370001635514,200
16.79090000106953,200
25.084399996558204,200
27.124400017783046,200
40.444300015224144,200
28.59030000399798,200
37.30679998989217,200
23.421599995344877,200
45.146899996325374,200
33.757500001229346,200
41.39800000120886,200
37.00760001083836,200
22.720000008121133,200
25.181999983033165,200
24.101999995764345,200
25.78139997785911,200
17.560300009790808,200
27.42440000292845,200
26.87629999127239,200
34.77879997808486,200
28.782600013073534,200
30.05430000484921,200
26.462599984370172,200
23.90729999751784,200
33.17710000555962,200
27.395400014938787,200
27.593699982389808,200
53.59429999953136,200
27.613699989160523,200
23.475099995266646,200
25.989699992351234,200
19.040499988477677,200
21.165200014365837,200
31.029799982206896,200
33.28459998010658,200
18.452599993906915,200
30.16379999462515,200
23.8969000056386,200
29.590899997856468,200
16.54369998141192,200
13.014900003327057,200
42.93130000587553,200
33.21929997764528,200
37.01010000077076,200
34.656699979677796,200
25.05229998496361,200
26.36369998799637,200
32.133799977600574,200
31.74930001841858,200
29.458200006047264,200
29.84709999873303,200
30.5180000141263,200
23.22249999269843,200
38.04269997635856,200
28.793800011044368,200
26.77540000877343,200
20.774699980393052,200
36.431799991987646,200
38.017199985915795,200
24.25369998672977,200
27.80380001058802,200
22.255799995036796,200
37.8428999974858,200
42.232500010868534,200
13.26189999235794,200
27.155899995705113,200
27.450099994894117,200
40.57240000111051,200
24.58289999049157,200
33.013799984473735,200
29.01570001267828,200
35.99830000894144,200
29.638300009537488,200
26.57690001069568,200
30.282200023066252,200
34.24629999790341,200
29.60700000403449,200
47.53089998848736,200
26.38569998089224,200
27.389299997594208,200
19.991800014395267,200
22.74730001226999,200
28.58449998893775,200
21.520899987081066,200
22.661599999992177,200
15.43669999227859,200
36.589900002582,200
40.01070000231266,200
42.6242999965325,200
27.718999976059422,200
39.369799982523546,200
31.102900014957413,200
31.73419999075122,200
54.84649998834357,200
36.83539998019114,200
32.098099996801466,200
32.69650001311675,200
35.610999999335036,200
27.139200014062226,200
43.21289999643341,200
26.120299997273833,200
30.786999996053055,200
30.720600014319643,200
27.589800010900944,200
31.682000000728294,200
25.483300007181242,200
40.52660000161268,200
26.888499996857718,200
25.207099999533966,200
29.822099982993677,200
31.262600008631125,200
33.15430000657216,200
27.323099988279864,200
37.41040002205409,200
27.18030000687577,200
25.668199989013374,200
21.248199976980686,200
25.72980002150871,200
37.65630000270903,200
20.30389997526072,200
25.840000016614795,200
15.89169999351725,200
23.6760999832768,200
42.19469998497516,200
42.04349999781698,200
22.424599999794737,200
28.627199993934482,200
35.11719999369234,200
37.28160000173375,200
38.854499987792224,200
45.03769997972995,200
33.34369999356568,200
37.042399984784424,200
35.067600023467094,200
23.721200006548315,200
27.050000004237518,200
32.97349999775179,200
31.015000015031546,200
23.539399990113452,200
25.774899986572564,200
37.38419999717735,200
39.16640000534244,200
32.61699998984113,200
32.547199982218444,200
29.84709999873303,200
